"CODICE PRODOTTO
CODE","TIPOLOGIA
TYPE",,"PZ PER COLLO
PC PER BOX","PESO AL PZ
WEIGHT PER PC","PREZZO AL PEZZO
PRICE PER PC",IVA,PREZZO AL KG PACCO DA               KG. 5,PREZZO AL KG. SACCO DA          KG. 25
4FFAR1,WHOLEGRAIN SPELT FLOUR/FARINA INTEGRALE DI FARRO,,10,1 kg,€ 1.95,4%,€ 1.80,€ 1.60
4FBFAR1,SPELT FLOUR/FARINA DI FARRO,,10,1 kg,€ 2.28,4%,€ 2.13,€ 1.90
4FKAM1,WHOLEGRAIN KAMUT® FLOUR/FARINA INTEGRALE DI KAMUT®,,10,1 kg,€ 2.52,4%,€ 2.37,€ 2.20
4FBKAM1,KAMUT® FLOUR/FARINA DI KAMUT®,,10,1 kg,€ 3.12,4%,€ 2.97,€ 2.80
4FSEG1,WHOLEGRAIN RYE FLOUR/FARINA INTEGRALE DI SEGALE,,10,1 kg,€ 1.81,4%,,
4FORZ1,WHOLEGRAIN BARLEY FLOUR/FARINA INTEGRALE DI ORZO,,10,1 kg,€ 1.85,10%,,
4FAVE1,WHOLEGRAIN OAT FLOUR/FARINA INTEGRALE DI AVENA,,10,1 kg,€ 2.58,10%,,
4FQUI1,WHOLEGRAIN QUINOA FLOUR/FARINA INTEGRALE DI QUINOA,,10,1 kg,€ 4.90,10%,,
4FSEM1,DURUM WHEAT SEMOLINA/SEMOLA DI GRANO DURO,,10,1 kg,€ 1.50,4%,,
4FGD1,WHOLEGRAIN DURUM WHEAT FLOUR/FARINA INTEGRALE DI GRANO DURO,,10,1 kg,€ 1.24,4%,,
4FMB1,CORN FLOUR/FARINA DI MAIS,,10,1 kg,€ 1.46,4%,,
4FBGT1,SOFT WHEAT FLOUR TYPE 0/FARINA DI GRANO TENERO TIPO 0,,10,1 kg,€ 1.46,4%,€ 1.28,€ 1.00
4FGT2,FARINA DI GRANO TENERO TIPO 2/SOFT WHEAT FLOUR TYPE 2,,10,1 Kg,€ 1.46,4%,€ 1.28,€ 1.00
4FGT1,WHOLEGRAIN SOFT WHEAT FLOUR/FARINA INTEGRALE DI GRANO TENERO,,10,1 kg,€ 1.46,4%,€ 1.28,€ 1.00
4FAMA1,WHOLEGRAIN AMARANTH FLOUR/ FARINA INTEGRALE DI AMARANTO,,10,1 kg,€ 3.76,10%,,
4FGRS1,WHOLEGRAIN BUCKWHEAT FLOUR/ FARINA INT DI GRANO SARACENO,,10,1 kg,€ 2.70,10%,,
4SEMR1,DURUM WHEAT RE-MILLED SEMOLINA/SEMOLA DI GRANO DURO RIMACINATA,,10,1 kg,€ 1.66,4%,,
4FRIS1,WHOLEGRAIN BROWN RICE FLOUR/ FARINA INT DI RISO INT,,10,1 kg,€ 1.66,4%,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
ORGANIC CEREALS/CEREALI BIOLOGICI ,,,,,,,,
,,,,,,,,
"CODICE PRODOTTO
CODE","TIPOLOGIA
TYPE",,"PZ PER COLLO
PC PER BOX","PESO AL PZ
WEIGHT PER PC","PREZZO AL PEZZO
PRICE PER PC",IVA,,
2RISBC1,CARNAROLI WHITE RICE/RISO BIANCO CARNAROLI,,12,1 Kg ,€ 2.76,4%,,
2RISBB1,BALDO WHITE RICE/RISO BIANCO BALDO,,12,1 Kg,€ 2.40,4%,,
2RISINC ,CARNAROLI BROWN RICE/RISO INTEGRALE CARNAROLI,,12,1 Kg,€ 2.54,4%,,
2RISINB,BALDO BROWN RICE/RISO INTEGRALE BALDO,,12,1 Kg,€ 2.20,4%,,
,,,,,,,,
,,,,,,,,
ORGANIC TOASTED CEREALS/CEREALI TOSTATI BIOLOGICI,,,,,,,,
,,,,,,,,
"CODICE PRODOTTO
CODE","TIPOLOGIA
TYPE",,"PZ PER COLLO
PC PER BOX","PESO AL PZ
WEIGHT PER PC","PREZZO AL PEZZO
PRICE PER PC",IVA,,
2ORZTM,TOASTED MILLED BARLEY/ORZO TOSTATO MACINATO,,12,500 g,€ 1.14,10%,,
2KAMTM,TOASTED MILLED KAMUT®/KAMUT® TOSTATO MACINATO,,12,500 g,€ 2.53,10%,,
2FARTM,TOASTED MILLED SPELT/FARRO TOSTATO MACINATO,,12,500 g,€ 2.41,10%,,
